Challenge,Frame,Source,Observed,Blocked,TargetEnvelope
clean,138,100,100,0,0
clean,139,100,100,0,0
clean,140,100,100,0,0
clean,141,100,100,0,0
clean,142,100,100,0,0
clean,143,100,100,0,0
clean,144,100,100,0,0
clean,145,100,100,0,0
clean,146,100,100,0,0
clean,147,100,100,0,0
clean,148,100,100,0,0
clean,149,100,100,0,0
clean,150,100,100,0,0
clean,151,100,100,0,0
clean,152,100,100,0,0
clean,153,100,100,0,0
clean,154,100,100,0,0
clean,155,100,100,0,0
clean,156,100,100,0,0
clean,157,100,100,0,0
clean,158,100,100,0,0
clean,159,100,100,0,0
clean,160,100,100,0,0
detected_surge,1,100,100,0,0
detected_surge,2,100,100,0,0
detected_surge,3,100,100,0,0
detected_surge,4,100,100,0,0
detected_surge,5,100,100,0,0
detected_surge,6,100,100,0,0
detected_surge,7,100,100,0,0
detected_surge,8,100,100,0,0
detected_surge,9,100,100,0,0
detected_surge,10,100,100,0,0
detected_surge,11,100,100,0,0
detected_surge,12,100,100,0,0
detected_surge,13,100,100,0,0
detected_surge,14,100,100,0,0
detected_surge,15,100,100,0,0
detected_surge,16,100,100,0,0
detected_surge,17,100,100,0,0
detected_surge,18,100,100,0,0
detected_surge,19,100,100,0,0
detected_surge,20,100,100,0,0
detected_surge,21,100,100,0,0
detected_surge,22,100,100,0,0
detected_surge,23,100,100,0,0
detected_surge,24,100,100,0,0
detected_surge,25,100,100,0,0
detected_surge,26,100,100,0,0
detected_surge,27,100,100,0,0
detected_surge,28,100,100,0,0
detected_surge,29,100,100,0,0
detected_surge,30,100,100,0,0
detected_surge,31,100,100,0,0
detected_surge,32,100,100,0,0
detected_surge,33,100,100,0,0
detected_surge,34,100,100,0,0
detected_surge,35,100,100,0,0
detected_surge,36,100,100,0,0
detected_surge,37,100,100,0,0
detected_surge,38,100,100,0,0
detected_surge,39,100,100,0,0
detected_surge,40,100,100,0,0
detected_surge,41,100,100,0,0
detected_surge,42,100,100,0,0
detected_surge,43,100,100,0,0
detected_surge,44,100,100,0,0
detected_surge,45,100,100,0,0
detected_surge,46,100,100,0,0
detected_surge,47,100,100,0,0
detected_surge,48,100,100,0,0
detected_surge,49,100,100,0,0
detected_surge,50,100,100,0,0
detected_surge,51,100,100,0,0
detected_surge,52,100,100,0,0
detected_surge,53,100,100,0,0
detected_surge,54,100,100,0,0
detected_surge,55,100,100,0,0
detected_surge,56,100,100,0,0
detected_surge,57,100,100,0,0
detected_surge,58,100,100,0,0
detected_surge,59,100,100,0,0
detected_surge,60,100,100,0,0
detected_surge,61,100,100,0,0
detected_surge,62,100,100,0,0
detected_surge,63,100,100,0,0
detected_surge,64,100,100,0,0
detected_surge,65,100,100,0,0
detected_surge,66,100,100,0,0
detected_surge,67,100,100,0,0
detected_surge,68,100,100,0,0
detected_surge,69,100,100,0,0
detected_surge,70,100,100,0,0
detected_surge,71,100,100,0,0
detected_surge,72,100,100,0,0
detected_surge,73,100,100,0,0
detected_surge,74,100,100,0,0
detected_surge,75,100,101.818181818182,0,0.0909090909090909
detected_surge,76,100,103.636363636364,0,0.181818181818182
detected_surge,77,100,105.454545454545,0,0.272727272727273
detected_surge,78,100,107.272727272727,0,0.363636363636364
detected_surge,79,100,109.090909090909,0,0.454545454545455
detected_surge,80,100,110.909090909091,0,0.545454545454545
detected_surge,81,100,112.727272727273,0,0.636363636363636
detected_surge,82,100,114.545454545455,0,0.727272727272727
detected_surge,83,100,116.363636363636,0,0.818181818181818
detected_surge,84,100,118.181818181818,0,0.909090909090909
detected_surge,85,100,120,0,1
detected_surge,86,100,119.230769230769,0,0.961538461538462
detected_surge,87,100,118.461538461538,0,0.923076923076923
detected_surge,88,100,117.692307692308,0,0.884615384615385
detected_surge,89,100,116.923076923077,0,0.846153846153846
detected_surge,90,100,116.153846153846,0,0.807692307692308
detected_surge,91,150,165.384615384615,1,0.769230769230769
detected_surge,92,150,164.615384615385,1,0.730769230769231
detected_surge,93,150,163.846153846154,1,0.692307692307692
detected_surge,94,100,113.076923076923,0,0.653846153846154
detected_surge,95,100,112.307692307692,0,0.615384615384615
detected_surge,96,100,111.538461538462,0,0.576923076923077
detected_surge,97,100,110.769230769231,0,0.538461538461538
detected_surge,98,100,110,0,0.5
detected_surge,99,100,109.230769230769,0,0.461538461538462
detected_surge,100,100,108.461538461538,0,0.423076923076923
detected_surge,101,100,107.692307692308,0,0.384615384615385
detected_surge,102,100,106.923076923077,0,0.346153846153846
detected_surge,103,100,106.153846153846,0,0.307692307692308
detected_surge,104,100,105.384615384615,0,0.269230769230769
detected_surge,105,100,104.615384615385,0,0.230769230769231
detected_surge,106,100,103.846153846154,0,0.192307692307692
detected_surge,107,100,103.076923076923,0,0.153846153846154
detected_surge,108,100,102.307692307692,0,0.115384615384615
detected_surge,109,100,101.538461538462,0,0.0769230769230769
detected_surge,110,100,100.769230769231,0,0.0384615384615385
detected_surge,111,100,100,0,0
detected_surge,112,100,100,0,0
detected_surge,113,100,100,0,0
detected_surge,114,100,100,0,0
detected_surge,115,100,100,0,0
detected_surge,116,100,100,0,0
detected_surge,117,100,100,0,0
detected_surge,118,100,100,0,0
detected_surge,119,100,100,0,0
detected_surge,120,100,100,0,0
detected_surge,121,100,100,0,0
detected_surge,122,100,100,0,0
detected_surge,123,100,100,0,0
detected_surge,124,100,100,0,0
detected_surge,125,100,100,0,0
detected_surge,126,100,100,0,0
detected_surge,127,100,100,0,0
detected_surge,128,100,100,0,0
detected_surge,129,100,100,0,0
detected_surge,130,100,100,0,0
detected_surge,131,100,100,0,0
detected_surge,132,100,100,0,0
detected_surge,133,100,100,0,0
detected_surge,134,100,100,0,0
detected_surge,135,100,100,0,0
detected_surge,136,100,100,0,0
detected_surge,137,100,100,0,0
detected_surge,138,100,100,0,0
detected_surge,139,100,100,0,0
detected_surge,140,100,100,0,0
detected_surge,141,100,100,0,0
detected_surge,142,100,100,0,0
detected_surge,143,100,100,0,0
detected_surge,144,100,100,0,0
detected_surge,145,100,100,0,0
detected_surge,146,100,100,0,0
detected_surge,147,100,100,0,0
detected_surge,148,100,100,0,0
detected_surge,149,100,100,0,0
detected_surge,150,100,100,0,0
detected_surge,151,100,100,0,0
detected_surge,152,100,100,0,0
detected_surge,153,100,100,0,0
detected_surge,154,100,100,0,0
detected_surge,155,100,100,0,0
detected_surge,156,100,100,0,0
detected_surge,157,100,100,0,0
detected_surge,158,100,100,0,0
detected_surge,159,100,100,0,0
detected_surge,160,100,100,0,0
detected_sink,1,100,100,0,0
detected_sink,2,100,100,0,0
detected_sink,3,100,100,0,0
detected_sink,4,100,100,0,0
detected_sink,5,100,100,0,0
detected_sink,6,100,100,0,0
detected_sink,7,100,100,0,0
detected_sink,8,100,100,0,0
detected_sink,9,100,100,0,0
detected_sink,10,100,100,0,0
detected_sink,11,100,100,0,0
detected_sink,12,100,100,0,0
detected_sink,13,100,100,0,0
detected_sink,14,100,100,0,0
detected_sink,15,100,100,0,0
detected_sink,16,100,100,0,0
detected_sink,17,100,100,0,0
detected_sink,18,100,100,0,0
detected_sink,19,100,100,0,0
detected_sink,20,100,100,0,0
detected_sink,21,100,100,0,0
detected_sink,22,100,100,0,0
detected_sink,23,100,100,0,0
detected_sink,24,100,100,0,0
detected_sink,25,100,100,0,0
detected_sink,26,100,100,0,0
detected_sink,27,100,100,0,0
detected_sink,28,100,100,0,0
detected_sink,29,100,100,0,0
detected_sink,30,100,100,0,0
detected_sink,31,100,100,0,0
detected_sink,32,100,100,0,0
detected_sink,33,100,100,0,0
detected_sink,34,100,100,0,0
detected_sink,35,100,100,0,0
detected_sink,36,100,100,0,0
detected_sink,37,100,100,0,0
detected_sink,38,100,100,0,0
detected_sink,39,100,100,0,0
detected_sink,40,100,100,0,0
detected_sink,41,100,100,0,0
detected_sink,42,100,100,0,0
detected_sink,43,100,100,0,0
detected_sink,44,100,100,0,0
detected_sink,45,100,100,0,0
detected_sink,46,100,100,0,0
detected_sink,47,100,100,0,0
detected_sink,48,100,100,0,0
detected_sink,49,100,100,0,0
detected_sink,50,100,100,0,0
detected_sink,51,100,100,0,0
detected_sink,52,100,100,0,0
detected_sink,53,100,100,0,0
detected_sink,54,100,100,0,0
detected_sink,55,100,100,0,0
detected_sink,56,100,100,0,0
detected_sink,57,100,100,0,0
detected_sink,58,100,100,0,0
detected_sink,59,100,100,0,0
detected_sink,60,100,100,0,0
detected_sink,61,100,100,0,0
detected_sink,62,100,100,0,0
detected_sink,63,100,100,0,0
detected_sink,64,100,100,0,0
detected_sink,65,100,100,0,0
detected_sink,66,100,100,0,0
detected_sink,67,100,100,0,0
detected_sink,68,100,100,0,0
detected_sink,69,100,100,0,0
detected_sink,70,100,100,0,0
detected_sink,71,100,100,0,0
detected_sink,72,100,100,0,0
detected_sink,73,100,100,0,0
detected_sink,74,100,100,0,0
detected_sink,75,100,101.818181818182,0,0.0909090909090909
detected_sink,76,100,103.636363636364,0,0.181818181818182
detected_sink,77,100,105.454545454545,0,0.272727272727273
detected_sink,78,100,107.272727272727,0,0.363636363636364
detected_sink,79,100,109.090909090909,0,0.454545454545455
detected_sink,80,100,110.909090909091,0,0.545454545454545
detected_sink,81,100,112.727272727273,0,0.636363636363636
detected_sink,82,100,114.545454545455,0,0.727272727272727
detected_sink,83,100,116.363636363636,0,0.818181818181818
detected_sink,84,100,118.181818181818,0,0.909090909090909
detected_sink,85,100,120,0,1
detected_sink,86,100,119.230769230769,0,0.961538461538462
detected_sink,87,100,118.461538461538,0,0.923076923076923
detected_sink,88,100,117.692307692308,0,0.884615384615385
detected_sink,89,100,116.923076923077,0,0.846153846153846
detected_sink,90,100,116.153846153846,0,0.807692307692308
detected_sink,91,70,85.3846153846154,1,0.769230769230769
detected_sink,92,70,84.6153846153846,1,0.730769230769231
detected_sink,93,70,83.8461538461538,1,0.692307692307692
detected_sink,94,100,113.076923076923,0,0.653846153846154
detected_sink,95,100,112.307692307692,0,0.615384615384615
detected_sink,96,100,111.538461538462,0,0.576923076923077
detected_sink,97,100,110.769230769231,0,0.538461538461538
detected_sink,98,100,110,0,0.5
detected_sink,99,100,109.230769230769,0,0.461538461538462
detected_sink,100,100,108.461538461538,0,0.423076923076923
detected_sink,101,100,107.692307692308,0,0.384615384615385
detected_sink,102,100,106.923076923077,0,0.346153846153846
detected_sink,103,100,106.153846153846,0,0.307692307692308
detected_sink,104,100,105.384615384615,0,0.269230769230769
detected_sink,105,100,104.615384615385,0,0.230769230769231
detected_sink,106,100,103.846153846154,0,0.192307692307692
detected_sink,107,100,103.076923076923,0,0.153846153846154
detected_sink,108,100,102.307692307692,0,0.115384615384615
detected_sink,109,100,101.538461538462,0,0.0769230769230769
detected_sink,110,100,100.769230769231,0,0.0384615384615385
detected_sink,111,100,100,0,0
detected_sink,112,100,100,0,0
detected_sink,113,100,100,0,0
detected_sink,114,100,100,0,0
detected_sink,115,100,100,0,0
detected_sink,116,100,100,0,0
detected_sink,117,100,100,0,0
detected_sink,118,100,100,0,0
detected_sink,119,100,100,0,0
detected_sink,120,100,100,0,0
detected_sink,121,100,100,0,0
detected_sink,122,100,100,0,0
detected_sink,123,100,100,0,0
detected_sink,124,100,100,0,0
detected_sink,125,100,100,0,0
detected_sink,126,100,100,0,0
detected_sink,127,100,100,0,0
detected_sink,128,100,100,0,0
detected_sink,129,100,100,0,0
detected_sink,130,100,100,0,0
detected_sink,131,100,100,0,0
detected_sink,132,100,100,0,0
detected_sink,133,100,100,0,0
detected_sink,134,100,100,0,0
detected_sink,135,100,100,0,0
detected_sink,136,100,100,0,0
detected_sink,137,100,100,0,0
detected_sink,138,100,100,0,0
detected_sink,139,100,100,0,0
detected_sink,140,100,100,0,0
detected_sink,141,100,100,0,0
detected_sink,142,100,100,0,0
detected_sink,143,100,100,0,0
detected_sink,144,100,100,0,0
detected_sink,145,100,100,0,0
detected_sink,146,100,100,0,0
detected_sink,147,100,100,0,0
detected_sink,148,100,100,0,0
detected_sink,149,100,100,0,0
detected_sink,150,100,100,0,0
detected_sink,151,100,100,0,0
detected_sink,152,100,100,0,0
detected_sink,153,100,100,0,0
detected_sink,154,100,100,0,0
detected_sink,155,100,100,0,0
detected_sink,156,100,100,0,0
detected_sink,157,100,100,0,0
detected_sink,158,100,100,0,0
detected_sink,159,100,100,0,0
detected_sink,160,100,100,0,0
undetected_surge,1,100,100,0,0
undetected_surge,2,100,100,0,0
undetected_surge,3,100,100,0,0
undetected_surge,4,100,100,0,0
undetected_surge,5,100,100,0,0
undetected_surge,6,100,100,0,0
undetected_surge,7,100,100,0,0
undetected_surge,8,100,100,0,0
undetected_surge,9,100,100,0,0
undetected_surge,10,100,100,0,0
undetected_surge,11,100,100,0,0
undetected_surge,12,100,100,0,0
undetected_surge,13,100,100,0,0
undetected_surge,14,100,100,0,0
undetected_surge,15,100,100,0,0
undetected_surge,16,100,100,0,0
undetected_surge,17,100,100,0,0
undetected_surge,18,100,100,0,0
undetected_surge,19,100,100,0,0
undetected_surge,20,100,100,0,0
undetected_surge,21,100,100,0,0
undetected_surge,22,100,100,0,0
undetected_surge,23,100,100,0,0
undetected_surge,24,100,100,0,0
undetected_surge,25,100,100,0,0
undetected_surge,26,100,100,0,0
undetected_surge,27,100,100,0,0
undetected_surge,28,100,100,0,0
undetected_surge,29,100,100,0,0
undetected_surge,30,100,100,0,0
undetected_surge,31,100,100,0,0
undetected_surge,32,100,100,0,0
undetected_surge,33,100,100,0,0
undetected_surge,34,100,100,0,0
undetected_surge,35,100,100,0,0
undetected_surge,36,100,100,0,0
undetected_surge,37,100,100,0,0
undetected_surge,38,100,100,0,0
undetected_surge,39,100,100,0,0
undetected_surge,40,100,100,0,0
undetected_surge,41,100,100,0,0
undetected_surge,42,100,100,0,0
undetected_surge,43,100,100,0,0
undetected_surge,44,100,100,0,0
undetected_surge,45,100,100,0,0
undetected_surge,46,100,100,0,0
undetected_surge,47,100,100,0,0
undetected_surge,48,100,100,0,0
undetected_surge,49,100,100,0,0
undetected_surge,50,100,100,0,0
undetected_surge,51,100,100,0,0
undetected_surge,52,100,100,0,0
undetected_surge,53,100,100,0,0
undetected_surge,54,100,100,0,0
undetected_surge,55,100,100,0,0
undetected_surge,56,100,100,0,0
undetected_surge,57,100,100,0,0
undetected_surge,58,100,100,0,0
undetected_surge,59,100,100,0,0
undetected_surge,60,100,100,0,0
undetected_surge,61,100,100,0,0
undetected_surge,62,100,100,0,0
undetected_surge,63,100,100,0,0
undetected_surge,64,100,100,0,0
undetected_surge,65,100,100,0,0
undetected_surge,66,100,100,0,0
undetected_surge,67,100,100,0,0
undetected_surge,68,100,100,0,0
undetected_surge,69,100,100,0,0
undetected_surge,70,100,100,0,0
undetected_surge,71,100,100,0,0
undetected_surge,72,100,100,0,0
undetected_surge,73,100,100,0,0
undetected_surge,74,100,100,0,0
undetected_surge,75,100,101.818181818182,0,0.0909090909090909
undetected_surge,76,100,103.636363636364,0,0.181818181818182
undetected_surge,77,100,105.454545454545,0,0.272727272727273
undetected_surge,78,100,107.272727272727,0,0.363636363636364
undetected_surge,79,100,109.090909090909,0,0.454545454545455
undetected_surge,80,100,110.909090909091,0,0.545454545454545
undetected_surge,81,100,112.727272727273,0,0.636363636363636
undetected_surge,82,100,114.545454545455,0,0.727272727272727
undetected_surge,83,100,116.363636363636,0,0.818181818181818
undetected_surge,84,100,118.181818181818,0,0.909090909090909
undetected_surge,85,100,120,0,1
undetected_surge,86,100,119.230769230769,0,0.961538461538462
undetected_surge,87,100,118.461538461538,0,0.923076923076923
undetected_surge,88,100,117.692307692308,0,0.884615384615385
undetected_surge,89,100,116.923076923077,0,0.846153846153846
undetected_surge,90,100,116.153846153846,0,0.807692307692308
undetected_surge,91,150,165.384615384615,0,0.769230769230769
undetected_surge,92,150,164.615384615385,0,0.730769230769231
undetected_surge,93,150,163.846153846154,0,0.692307692307692
undetected_surge,94,100,113.076923076923,0,0.653846153846154
undetected_surge,95,100,112.307692307692,0,0.615384615384615
undetected_surge,96,100,111.538461538462,0,0.576923076923077
undetected_surge,97,100,110.769230769231,0,0.538461538461538
undetected_surge,98,100,110,0,0.5
undetected_surge,99,100,109.230769230769,0,0.461538461538462
undetected_surge,100,100,108.461538461538,0,0.423076923076923
undetected_surge,101,100,107.692307692308,0,0.384615384615385
undetected_surge,102,100,106.923076923077,0,0.346153846153846
undetected_surge,103,100,106.153846153846,0,0.307692307692308
undetected_surge,104,100,105.384615384615,0,0.269230769230769
undetected_surge,105,100,104.615384615385,0,0.230769230769231
undetected_surge,106,100,103.846153846154,0,0.192307692307692
undetected_surge,107,100,103.076923076923,0,0.153846153846154
undetected_surge,108,100,102.307692307692,0,0.115384615384615
undetected_surge,109,100,101.538461538462,0,0.0769230769230769
undetected_surge,110,100,100.769230769231,0,0.0384615384615385
undetected_surge,111,100,100,0,0
undetected_surge,112,100,100,0,0
undetected_surge,113,100,100,0,0
undetected_surge,114,100,100,0,0
undetected_surge,115,100,100,0,0
undetected_surge,116,100,100,0,0
undetected_surge,117,100,100,0,0
undetected_surge,118,100,100,0,0
undetected_surge,119,100,100,0,0
undetected_surge,120,100,100,0,0
undetected_surge,121,100,100,0,0
undetected_surge,122,100,100,0,0
undetected_surge,123,100,100,0,0
undetected_surge,124,100,100,0,0
undetected_surge,125,100,100,0,0
undetected_surge,126,100,100,0,0
undetected_surge,127,100,100,0,0
undetected_surge,128,100,100,0,0
undetected_surge,129,100,100,0,0
undetected_surge,130,100,100,0,0
undetected_surge,131,100,100,0,0
undetected_surge,132,100,100,0,0
undetected_surge,133,100,100,0,0
undetected_surge,134,100,100,0,0
undetected_surge,135,100,100,0,0
undetected_surge,136,100,100,0,0
undetected_surge,137,100,100,0,0
undetected_surge,138,100,100,0,0
undetected_surge,139,100,100,0,0
undetected_surge,140,100,100,0,0
undetected_surge,141,100,100,0,0
undetected_surge,142,100,100,0,0
undetected_surge,143,100,100,0,0
undetected_surge,144,100,100,0,0
undetected_surge,145,100,100,0,0
undetected_surge,146,100,100,0,0
undetected_surge,147,100,100,0,0
undetected_surge,148,100,100,0,0
undetected_surge,149,100,100,0,0
undetected_surge,150,100,100,0,0
undetected_surge,151,100,100,0,0
undetected_surge,152,100,100,0,0
undetected_surge,153,100,100,0,0
undetected_surge,154,100,100,0,0
undetected_surge,155,100,100,0,0
undetected_surge,156,100,100,0,0
undetected_surge,157,100,100,0,0
undetected_surge,158,100,100,0,0
undetected_surge,159,100,100,0,0
undetected_surge,160,100,100,0,0
undetected_sink,1,100,100,0,0
undetected_sink,2,100,100,0,0
undetected_sink,3,100,100,0,0
undetected_sink,4,100,100,0,0
undetected_sink,5,100,100,0,0
undetected_sink,6,100,100,0,0
undetected_sink,7,100,100,0,0
undetected_sink,8,100,100,0,0
undetected_sink,9,100,100,0,0
undetected_sink,10,100,100,0,0
undetected_sink,11,100,100,0,0
undetected_sink,12,100,100,0,0
undetected_sink,13,100,100,0,0
undetected_sink,14,100,100,0,0
undetected_sink,15,100,100,0,0
undetected_sink,16,100,100,0,0
undetected_sink,17,100,100,0,0
undetected_sink,18,100,100,0,0
undetected_sink,19,100,100,0,0
undetected_sink,20,100,100,0,0
undetected_sink,21,100,100,0,0
undetected_sink,22,100,100,0,0
undetected_sink,23,100,100,0,0
undetected_sink,24,100,100,0,0
undetected_sink,25,100,100,0,0
undetected_sink,26,100,100,0,0
undetected_sink,27,100,100,0,0
undetected_sink,28,100,100,0,0
undetected_sink,29,100,100,0,0
undetected_sink,30,100,100,0,0
undetected_sink,31,100,100,0,0
undetected_sink,32,100,100,0,0
undetected_sink,33,100,100,0,0
undetected_sink,34,100,100,0,0
undetected_sink,35,100,100,0,0
undetected_sink,36,100,100,0,0
undetected_sink,37,100,100,0,0
undetected_sink,38,100,100,0,0
undetected_sink,39,100,100,0,0
undetected_sink,40,100,100,0,0
undetected_sink,41,100,100,0,0
undetected_sink,42,100,100,0,0
undetected_sink,43,100,100,0,0
undetected_sink,44,100,100,0,0
undetected_sink,45,100,100,0,0
undetected_sink,46,100,100,0,0
undetected_sink,47,100,100,0,0
undetected_sink,48,100,100,0,0
undetected_sink,49,100,100,0,0
undetected_sink,50,100,100,0,0
undetected_sink,51,100,100,0,0
undetected_sink,52,100,100,0,0
undetected_sink,53,100,100,0,0
undetected_sink,54,100,100,0,0
undetected_sink,55,100,100,0,0
undetected_sink,56,100,100,0,0
undetected_sink,57,100,100,0,0
undetected_sink,58,100,100,0,0
undetected_sink,59,100,100,0,0
undetected_sink,60,100,100,0,0
undetected_sink,61,100,100,0,0
undetected_sink,62,100,100,0,0
undetected_sink,63,100,100,0,0
undetected_sink,64,100,100,0,0
undetected_sink,65,100,100,0,0
undetected_sink,66,100,100,0,0
undetected_sink,67,100,100,0,0
undetected_sink,68,100,100,0,0
undetected_sink,69,100,100,0,0
undetected_sink,70,100,100,0,0
undetected_sink,71,100,100,0,0
undetected_sink,72,100,100,0,0
undetected_sink,73,100,100,0,0
undetected_sink,74,100,100,0,0
undetected_sink,75,100,101.818181818182,0,0.0909090909090909
undetected_sink,76,100,103.636363636364,0,0.181818181818182
undetected_sink,77,100,105.454545454545,0,0.272727272727273
undetected_sink,78,100,107.272727272727,0,0.363636363636364
undetected_sink,79,100,109.090909090909,0,0.454545454545455
undetected_sink,80,100,110.909090909091,0,0.545454545454545
undetected_sink,81,100,112.727272727273,0,0.636363636363636
undetected_sink,82,100,114.545454545455,0,0.727272727272727
undetected_sink,83,100,116.363636363636,0,0.818181818181818
undetected_sink,84,100,118.181818181818,0,0.909090909090909
undetected_sink,85,100,120,0,1
undetected_sink,86,100,119.230769230769,0,0.961538461538462
undetected_sink,87,100,118.461538461538,0,0.923076923076923
undetected_sink,88,100,117.692307692308,0,0.884615384615385
undetected_sink,89,100,116.923076923077,0,0.846153846153846
undetected_sink,90,100,116.153846153846,0,0.807692307692308
undetected_sink,91,70,85.3846153846154,0,0.769230769230769
undetected_sink,92,70,84.6153846153846,0,0.730769230769231
undetected_sink,93,70,83.8461538461538,0,0.692307692307692
undetected_sink,94,100,113.076923076923,0,0.653846153846154
undetected_sink,95,100,112.307692307692,0,0.615384615384615
undetected_sink,96,100,111.538461538462,0,0.576923076923077
undetected_sink,97,100,110.769230769231,0,0.538461538461538
undetected_sink,98,100,110,0,0.5
undetected_sink,99,100,109.230769230769,0,0.461538461538462
undetected_sink,100,100,108.461538461538,0,0.423076923076923
undetected_sink,101,100,107.692307692308,0,0.384615384615385
undetected_sink,102,100,106.923076923077,0,0.346153846153846
undetected_sink,103,100,106.153846153846,0,0.307692307692308
undetected_sink,104,100,105.384615384615,0,0.269230769230769
undetected_sink,105,100,104.615384615385,0,0.230769230769231
undetected_sink,106,100,103.846153846154,0,0.192307692307692
undetected_sink,107,100,103.076923076923,0,0.153846153846154
undetected_sink,108,100,102.307692307692,0,0.115384615384615
undetected_sink,109,100,101.538461538462,0,0.0769230769230769
undetected_sink,110,100,100.769230769231,0,0.0384615384615385
undetected_sink,111,100,100,0,0
undetected_sink,112,100,100,0,0
undetected_sink,113,100,100,0,0
undetected_sink,114,100,100,0,0
undetected_sink,115,100,100,0,0
undetected_sink,116,100,100,0,0
undetected_sink,117,100,100,0,0
undetected_sink,118,100,100,0,0
undetected_sink,119,100,100,0,0
undetected_sink,120,100,100,0,0
undetected_sink,121,100,100,0,0
undetected_sink,122,100,100,0,0
undetected_sink,123,100,100,0,0
undetected_sink,124,100,100,0,0
